stock,avg_wt
s62124,477.9001
s62125,380.8429
s62126,441.7398
s62127,237.7013
s62128,89.42402
s62129,161.6737
s6213,490.1469
s62130,164.6097
s62131,119.1034
s62132,106.2956
s62133,408.8802
s62134,258.9966
s62135,156.5153
s62136,199.3927
s62137,492.9517
s62138,112.5783
s62139,486.4962
s6214,333.7683
s62140,61.92392
s62141,383.7904
s62142,436.6069
s62143,165.8968
s62144,495.3893
s62145,64.01547
s62146,338.722
s62147,77.03968
s62148,456.8531
s62149,186.443
s6215,457.3715
s62150,305.9782
s62151,55.36288
s62152,294.654
s62153,88.01868
s62154,484.3154
s62155,146.0292
s62156,380.6719
s62157,276.1976
s62158,424.813
s62159,102.8842
s6216,439.8455
s62160,363.5276
s62161,247.3236
s62162,119.6457
s62163,415.7544
s62164,82.3406
s62165,382.2085
s62166,461.0064
s62167,353.9622
s62168,94.87934
s62169,438.357
s6217,228.5307
s62170,162.5878
s62171,353.5762
s62172,310.3423
s62173,299.5959
s62174,216.9523
s62175,253.449
s62176,351.6359
s62177,205.0457
s62178,370.3142
s62179,236.2624
s6218,66.21469
s62180,465.8709
s62181,239.8482
s62182,66.66112
s62183,78.0434
s62184,296.4553
s62185,405.3503
s62186,230.8188
s62187,279.5717
s62188,259.777
s62189,142.1946
s6219,64.3788
s62190,399.7229
s62191,111.9718
s62192,167.7785
s62193,318.0485
s62194,371.7002
s62195,439.7363
s62196,152.9504
s62197,262.4022
s62198,313.5301
s62199,284.1803
s622,174.0014
s6220,347.4213
s62200,386.171
s62201,164.0339
s62202,325.4955
s62203,148.6433
s62204,482.4102
s62205,457.4012
s62206,324.1035
s62207,374.1313
s62208,326.2168
s62209,339.6552
s6221,277.4589
s62210,232.6767
s62211,406.6384
s62212,94.5296
s62213,430.751
s62214,280.4331
s62215,362.3325
s62216,78.29637
s62217,469.0278
s62218,445.3078
s62219,371.6929
s6222,294.8131
s62220,283.3347
s62221,454.1189
s62222,212.6126
s62223,393.7802
s62224,294.8128
s62225,446.0679
s62226,190.4303
s62227,466.3566
s62228,444.0447
s62229,215.2605
s6223,446.6855
s62230,312.6078
s62231,238.8867
s62232,126.3312
s62233,210.0647
s62234,240.5314
s62235,231.8448
s62236,105.0598
s62237,259.1186
s62238,83.99763
s62239,239.8199
s6224,194.58
s62240,209.9691
s62241,422.9824
s62242,111.0074
s62243,433.6426
s62244,236.5381
s62245,434.8576
s62246,270.5464
s62247,106.8661
s62248,358.8856
s62249,276.7331
s6225,380.213
s62250,395.8372
s62251,157.6664
s62252,100.4546
s62253,387.2871
s62254,424.9939
s62255,175.1172
s62256,121.5989
s62257,65.01564
s62258,93.7355
s62259,350.3797
s6226,171.859
s62260,377.1084
s62261,371.2344
s62262,416.2696
s62263,227.2498
s62264,281.5417
s62265,238.1916
s62266,486.7635
s62267,173.2155
s62268,132.0255
s62269,147.9407
s6227,203.1127
s62270,226.8362
s62271,490.3601
s62272,88.4154
s62273,147.9464
s62274,190.1383
s62275,187.3531
s62276,486.3669
s62277,420.7313
s62278,422.233
s62279,123.1844
s6228,201.2688
s62280,493.7403
s62281,418.2025
s62282,103.3269
s62283,218.626
s62284,165.9371
s62285,405.3376
s62286,271.7309
s62287,362.6371
s62288,463.8638
s62289,453.4034
s6229,248.8991
s62290,417.0254
s62291,174.5425
s62292,429.6102
s62293,204.977
s62294,214.8681
s62295,205.1132
s62296,353.7894
s62297,457.6362
s62298,113.0522
s62299,121.255
s623,279.6849
s6230,60.8448
s62300,465.1921
s62301,485.9441
s62302,247.1646
s62303,79.52436
s62304,407.2519
s62305,459.2754
s62306,406.5648
s62307,330.2964
s62308,359.393
s62309,202.7133
s6231,215.0825
s62310,171.4274
s62311,108.7866
s62312,304.0347
s62313,99.44983
s62314,86.0554
s62315,113.6174
s62316,449.7848
s62317,399.7162
s62318,114.4802
s62319,277.9918
s6232,235.158
s62320,422.3449
s62321,424.7668
s62322,300.8736
s62323,241.569
s62324,330.8734
s62325,342.3726
s62326,86.48602
s62327,252.6346
s62328,248.7797
s62329,103.2136
s6233,349.8568
s62330,391.6924
s62331,181.7056
s62332,190.3097
s62333,351.6739
s62334,260.7471
s62335,192.0889
s62336,182.6095
s62337,164.9277
s62338,109.2805
s62339,404.853
s6234,214.717
s62340,134.0161
s62341,125.9987
s62342,483.9696
s62343,432.3968
s62344,123.5179
s62345,202.8391
s62346,239.5342
s62347,233.5973
s62348,135.6435
s62349,401.1251
s6235,180.6118
s62350,313.9151
s62351,174.263
s62352,168.4377
s62353,331.0585
s62354,112.6785
s62355,329.0083
s62356,427.6928
s62357,306.9874
s62358,192.4747
s62359,288.7117
s6236,141.7877
s62360,214.3969
s62361,76.8296
s62362,159.5266
s62363,71.35961
s62364,406.2357
s62365,170.9584
s62366,178.603
s62367,155.1437
s62368,485.3413
s62369,272.3329
s6237,134.1569
s62370,398.6807
s62371,184.3498
s62372,182.7232
s62373,193.4247
s62374,337.5628
s62375,337.1176
s62376,338.4907
s62377,75.76604
s62378,74.38372
s62379,277.1732
s6238,79.71339
s62380,222.4414
s62381,65.72144
s62382,439.6522
s62383,242.0394
s62384,150.3482
s62385,476.356
s62386,54.31658
s62387,124.1186
s62388,112.4954
s62389,99.81038
s6239,79.80033
s62390,143.9119
s62391,146.7542
s62392,295.2216
s62393,124.8544
s62394,448.9555
s62395,297.7545
s62396,471.0539
s62397,433.2725
s62398,337.6954
s62399,56.99404
s624,380.2203
s6240,175.4017
s62400,411.6628
s62401,363.7374
s62402,293.4641
s62403,396.5019
s62404,104.164
s62405,130.9141
s62406,413.5343
s62407,161.9152
s62408,260.4438
s62409,474.0902
s6241,364.1755
s62410,441.3284
s62411,311.8865
s62412,248.7894
s62413,371.8932
s62414,102.3333
s62415,412.3811
s62416,405.4471
s62417,433.5943
s62418,154.4858
s62419,200.9554
s6242,405.4083
s62420,137.1604
s62421,491.3464
s62422,264.9786
s62423,463.5877
s62424,74.60424
s62425,154.0776
s62426,130.8481
s62427,239.6218
s62428,131.8336
s62429,370.1335
s6243,166.6326
s62430,351.9377
s62431,405.4733
s62432,150.7108
s62433,426.3812
s62434,193.9781
s62435,254.8813
s62436,451.1793
s62437,53.48004
s62438,248.1213
s62439,190.8698
s6244,280.4183
s62440,134.7756
s62441,66.17828
s62442,121.5002
s62443,110.9039
s62444,83.23918
s62445,314.7209
s62446,463.775
s62447,200.433
s62448,485.2323
s62449,496.2036
s6245,216.7687
s62450,286.5832
s62451,344.3171
s62452,61.54544
s62453,286.5821
s62454,385.9265
s62455,386.6967
s62456,171.0728
s62457,249.5409
s62458,436.1197
s62459,329.417
s6246,217.5798
s62460,176.5337
s62461,108.1847
s62462,293.8345
s62463,211.3232
s62464,67.55774
s62465,491.8856
s62466,55.29793
s62467,126.1444
s62468,304.2005
s62469,483.2267
s6247,384.5685
s62470,67.41982
s62471,327.9597
s62472,301.2091
s62473,266.9535
s62474,308.4148
s62475,365.5752
s62476,471.5617
s62477,178.5226
s62478,144.9494
s62479,63.70265
s6248,299.6753
s62480,159.3596
s62481,454.2574
s62482,240.765
s62483,151.261
s62484,68.49683
s62485,302.3708
s62486,148.4299
s62487,479.23
s62488,410.2905
s62489,211.103
s6249,296.8768
s62490,317.1413
s62491,303.3399
s62492,431.8894
s62493,154.1303
s62494,484.1952
s62495,92.54073
s62496,419.9716
s62497,395.1681
s62498,487.5222
s62499,485.2621
s625,123.9268
s6250,331.5891
s62500,147.9074
s62501,222.7694
s62502,170.1515
s62503,330.3332
s62504,138.8973
s62505,119.999
s62506,394.3391
s62507,490.844
s62508,389.4982
s62509,172.6855
s6251,485.5096
s62510,289.8884
s62511,432.201
s62512,155.0621
s62513,311.5663
s62514,238.1516
s62515,93.60655
s62516,366.7342
s62517,196.062
s62518,157.9703
s62519,233.4349
s6252,297.3434
s62520,177.0719
s62521,246.4142
s62522,91.52172
s62523,329.739
s62524,275.2923
s62525,379.1351
s62526,322.7299
s62527,123.1511
s62528,413.8388
s62529,386.9857
s6253,382.2305
s62530,295.6343
s62531,308.2172
s62532,384.71
s62533,309.2443
s62534,490.6814
s62535,485.6399
s62536,361.9308
s62537,313.4466
s62538,119.0107
s62539,323.0718
s6254,167.0033
s62540,78.53079
s62541,69.65015
s62542,202.584
s62543,272.2295
s62544,110.4094
s62545,434.6082
s62546,133.0004
s62547,234.347
s62548,338.5143
s62549,417.6498
s6255,256.4017
s62550,283.8699
s62551,358.5289
s62552,371.4698
s62553,93.75833
s62554,184.5166
s62555,116.3468
s62556,147.6709
s62557,78.58501
s62558,230.3705
s62559,252.783
s6256,469.3238
s62560,326.4129
s62561,289.8581
s62562,145.5169
s62563,157.5699
s62564,292.9746
s62565,89.98249
s62566,161.5699
s62567,425.6921
s62568,393.6353
s62569,146.5231
s6257,314.5512
s62570,195.1014
s62571,349.792
s62572,413.559
s62573,55.03571
s62574,165.8693
s62575,360.6447
s62576,152.9787
s62577,296.9563
s62578,404.8906
s62579,410.685
s6258,74.35332
s62580,115.8382
s62581,399.9571
s62582,102.2223
s62583,87.65388
s62584,319.0881
s62585,120.1491
s62586,58.7737
s62587,470.8692
s62588,221.9723
s62589,245.5288
s6259,56.18983
s62590,470.2372
s62591,247.2401
s62592,277.4472
s62593,478.9403
s62594,301.2563
s62595,463.9459
s62596,251.2392
s62597,187.8686
s62598,308.6073
s62599,120.8066
s626,356.7995
s6260,459.1777
s62600,301.8177
s62601,356.1114
s62602,160.1662
s62603,232.6645
s62604,213.4842
s62605,256.294
s62606,147.4047
s62607,157.8542
s62608,92.40023
s62609,274.6705
s6261,376.9024
s62610,245.1996
s62611,421.5331
s62612,130.1847
s62613,141.7745
s62614,189.4899
s62615,400.9524
s62616,162.1348
s62617,188.0196
s62618,197.1024
s62619,399.0432
s6262,227.6251
s62620,375.0063
s62621,484.3597
s62622,78.33183
s62623,356.9858
s62624,451.443
s62625,92.93857
s62626,394.7222
s62627,312.572
s62628,294.8743
s62629,212.2457
s6263,79.31038
s62630,374.7612
s62631,153.5528
s62632,61.31846
s62633,473.1375
s62634,314.5661
s62635,454.6248
s62636,384.2641
s62637,378.7922
s62638,231.5383
s62639,106.0247
s6264,421.7595
s62640,352.4302
s62641,300.8654
s62642,199.2057
s62643,120.5692
s62644,332.1174
s62645,326.567
s62646,462.4922
s62647,175.5357
s62648,218.0346
s62649,487.1339
s6265,329.4743
s62650,317.2074
s62651,351.0035
s62652,62.2527
s62653,348.2588
s62654,238.4718
s62655,183.5307
s62656,118.6693
s62657,124.482
s62658,169.2935
s62659,297.7368
s6266,411.7796
s62660,458.0033
s62661,442.1979
s62662,200.7977
s62663,225.3608
s62664,372.4096
s62665,472.2853
s62666,373.2248
s62667,108.4321
s62668,342.5935
s62669,234.1486
s6267,416.797
s62670,111.1943
s62671,231.6175
s62672,381.5132
s62673,467.3589
s62674,325.6006
s62675,489.4737
s62676,424.3241
s62677,357.8713
s62678,93.70218
s62679,343.3837
s6268,483.3316
s62680,446.2494
s62681,68.36975
s62682,416.3257
s62683,376.4077
s62684,430.1872
s62685,216.849
s62686,185.6094
s62687,387.3655
s62688,106.663
s62689,101.0577
s6269,76.06578
s62690,128.7995
s62691,310.5731
s62692,389.6912
s62693,66.60856
s62694,281.6887
s62695,110.9497
s62696,281.9053
s62697,467.9253
s62698,348.9126
s62699,404.4455
s627,213.3994
s6270,201.3419
s62700,460.9933
s62701,335.8635
s62702,201.5901
s62703,259.9952
s62704,418.7794
s62705,100.9265
s62706,175.1426
s62707,234.0745
s62708,396.9109
s62709,91.28147
s6271,171.5779
s62710,145.6491
s62711,250.3092
s62712,302.2367
s62713,473.7808
s62714,131.5062
s62715,129.5177
s62716,74.57588
s62717,268.5788
s62718,76.73273
s62719,332.916
s6272,283.8408
s62720,308.8835
s62721,474.9313
s62722,482.6671
s62723,173.7729
s62724,355.8866
s62725,300.5717
s62726,469.0299
s62727,81.13347
s62728,458.7358
s62729,248.5069
s6273,286.1029
s62730,153.1187
s62731,432.55
s62732,420.357
s62733,476.1471
s62734,330.0489
s62735,412.3348
s62736,83.6944
s62737,145.7787
s62738,67.96119
s62739,163.1015
s6274,402.3747
s62740,233.8404
s62741,130.5945
s62742,479.0516
s62743,486.7208
s62744,160.2873
s62745,321.1125
s62746,484.3123
s62747,385.3053
s62748,454.8731
s62749,393.4815
s6275,205.4468
s62750,170.1485
s62751,285.2348
s62752,432.0112
s62753,337.0803
s62754,77.04091
s62755,225.8986
s62756,480.6998
s62757,255.2063
s62758,97.33252
s62759,303.1091
s6276,399.1909
s62760,435.3777
s62761,320.8404
s62762,274.1531
s62763,349.6057
s62764,450.5354
s62765,96.92253
s62766,126.0326
s62767,325.6745
s62768,110.8553
s62769,429.0735
s6277,185.5162
s62770,107.2186
s62771,427.1879
s62772,408.4198
s62773,491.5911
s62774,112.4584
s62775,376.4187
s62776,473.8641
s62777,277.2462
s62778,404.9959
s62779,339.4887
s6278,136.2825
s62780,431.5042
s62781,477.4826
s62782,237.4923
s62783,103.1459
s62784,390.7449
s62785,440.1698
s62786,177.8248
s62787,477.1996
s62788,213.2663
s62789,90.80321
s6279,236.2469
s62790,389.3389
s62791,393.3966
s62792,319.7659
s62793,254.0975
s62794,407.0331
s62795,429.0515
s62796,204.1648
s62797,171.4866
s62798,249.9195
s62799,65.47849
s628,246.7447
s6280,175.8268
s62800,271.6301
s62801,110.5717
s62802,375.5159
s62803,72.48259
s62804,326.7489
s62805,60.50483
s62806,493.348
s62807,314.2737
s62808,345.8223
s62809,97.00719
s6281,201.4646
s62810,347.1888
s62811,97.60583
s62812,113.5492
s62813,294.0829
s62814,132.4159
s62815,263.0456
s62816,383.2863
s62817,199.9811
s62818,216.8216
s62819,314.0099
s6282,411.7766
s62820,54.39581
s62821,365.5762
s62822,149.0467
s62823,196.0888
s62824,428.7262
s62825,200.1691
s62826,225.5112
s62827,427.7207
s62828,352.4153
s62829,66.18441
s6283,77.64382
s62830,73.39232
s62831,158.6434
s62832,460.4186
s62833,318.6681
s62834,483.8514
s62835,332.6375
s62836,114.7563
s62837,216.4159
s62838,165.7147
s62839,87.51903
s6284,343.9139
s62840,480.0874
s62841,279.6675
s62842,327.341
s62843,280.6842
s62844,218.7771
s62845,112.105
s62846,68.04643
s62847,495.2388
s62848,392.7936
s62849,189.912
s6285,125.8352
s62850,165.575
s62851,300.2002
s62852,287.8768
s62853,329.8925
s62854,378.3364
s62855,304.9524
s62856,199.7525
s62857,345.2837
s62858,335.2905
s62859,350.5257
s6286,228.8863
s62860,331.0884
s62861,282.3702
s62862,454.4984
s62863,213.1225
s62864,109.9839
s62865,238.8415
s62866,217.8887
s62867,431.6463
s62868,211.7832
s62869,127.229
s6287,481.3965
s62870,494.0866
s62871,459.0879
s62872,400.0111
s62873,414.5347
s62874,318.747
s62875,164.3936
s62876,216.8973
s62877,242.5155
s62878,219.4954
s62879,191.7513
s6288,479.8462
s62880,234.2858
s62881,72.98113
s62882,250.745
s62883,289.5331
s62884,127.99
s62885,435.6905
s62886,362.585
s62887,327.8542
s62888,220.3831
s62889,99.44434
s6289,335.2647
s62890,262.3381
s62891,399.4166
s62892,275.833
s62893,358.8737
s62894,253.3875
s62895,75.35296
s62896,378.5198
s62897,338.6019
s62898,289.4889
s62899,288.6648
s629,278.6284
s6290,237.7269
s62900,195.4676
s62901,452.1173
s62902,228.6191
s62903,113.5661
s62904,468.5762
s62905,431.1815
s62906,339.5666
s62907,230.8373
s62908,180.9822
s62909,288.9175
s6291,195.9469
s62910,63.1094
s62911,170.0362
s62912,457.0851
s62913,73.69682
s62914,400.6148
s62915,193.1838
s62916,236.6957
s62917,281.5889
s62918,87.7589
s62919,178.7193
s6292,305.1928
s62920,414.9218
s62921,355.0783
s62922,431.3616
s62923,130.5453
s62924,486.7452
s62925,179.7403
s62926,306.4714
s62927,322.4339
s62928,224.1948
s62929,311.9161
s6293,253.6614
s62930,364.0567
s62931,120.4018
s62932,455.6972
s62933,79.21837
s62934,352.1345
s62935,144.8277
s62936,171.6264
s62937,479.5089
s62938,134.3165
s62939,446.2311
s6294,94.54111
s62940,116.3395
s62941,283.5207
s62942,456.8706
s62943,189.3749
s62944,473.5742
s62945,237.4155
s62946,358.596
s62947,267.4696
s62948,194.9255
s62949,471.5962
s6295,216.1322
s62950,155.8971
s62951,208.1616
s62952,151.7924
s62953,481.631
s62954,219.8274
s62955,488.3833
s62956,483.2839
s62957,390.5307
s62958,211.3779
s62959,237.5163
s6296,80.24277
s62960,138.0937
s62961,133.9849
s62962,486.7123
s62963,358.8848
s62964,157.4712
s62965,88.3854
s62966,301.5039
s62967,82.37412
s62968,218.1875
s62969,482.7326
s6297,131.179
s62970,107.0939
s62971,172.6499
s62972,112.8146
s62973,303.5928
s62974,469.5887
s62975,180.1273
s62976,312.2257
s62977,287.845
s62978,270.0959
s62979,158.3066
s6298,62.98401
s62980,241.7268
s62981,247.8787
s62982,111.0782
s62983,421.2111
s62984,150.819
s62985,233.6356
s62986,329.7446
s62987,356.885
s62988,474.1781
s62989,412.1746
s6299,187.3397
s62990,99.19013
s62991,139.2573
s62992,383.1058
s62993,417.5429
s62994,228.0027
s62995,328.401
s62996,265.1407
s62997,325.0369
s62998,420.0832
s62999,320.7609
s63,444.4857
s630,249.8216
s6300,306.8757
s63000,79.4423
s63001,313.9597
s63002,65.59231
s63003,243.0761
s63004,141.0312
s63005,374.6793
s63006,375.9056
s63007,116.2826
s63008,255.6942
s63009,356.6712
s6301,333.2297
s63010,218.0373
s63011,242.4958
s63012,277.429
s63013,168.702
s63014,464.412
s63015,191.7162
s63016,444.0145
s63017,186.8121
s63018,397.8997
s63019,423.0555
s6302,372.8186
s63020,369.9395
s63021,472.2097
s63022,129.4712
s63023,164.4272
s63024,466.7345
s63025,186.4124
s63026,359.7913
s63027,402.5281
s63028,198.4815
s63029,66.07752
s6303,368.8482
s63030,355.8144
s63031,95.9872
s63032,467.3273
s63033,323.2915
s63034,438.0595
s63035,332.0908
s63036,239.6038
s63037,259.7264
s63038,452.5047
s63039,271.2852
s6304,358.5708
s63040,169.6507
s63041,367.6523
s63042,183.2808
s63043,188.333
s63044,175.2863
s63045,128.4864
s63046,149.3524
s63047,366.9203
s63048,434.9527
s63049,319.9462
s6305,242.6471
s63050,330.8344
s63051,279.822
s63052,339.5804
s63053,351.1638
s63054,148.1879
s63055,131.5465
s63056,392.334
s63057,480.2632
s63058,83.49638
s63059,72.75639
s6306,367.7411
s63060,412.9626
s63061,140.1384
s63062,463.2103
s63063,254.8275
s63064,281.2242
s63065,322.7458
s63066,161.7108
s63067,286.0141
s63068,252.4025
s63069,178.5198
s6307,265.2169
s63070,266.7506
s63071,66.31855
s63072,75.99082
s63073,399.6908
s63074,400.7816
s63075,126.411
s63076,421.6851
s63077,319.0225
s63078,178.4956
s63079,215.1663
s6308,372.0891
s63080,179.1419
s63081,470.6358
s63082,268.869
s63083,332.864
s63084,458.6732
s63085,349.7799
s63086,489.1483
s63087,361.92
s63088,67.22137
s63089,169.7828
s6309,66.40363
s63090,71.97167
s63091,269.2792
s63092,242.8112
s63093,197.49
s63094,345.8877
s63095,106.2266
s63096,241.0184
s63097,204.1794
s63098,487.0922
s63099,412.4261
s631,341.2179
s6310,161.8975
s63100,270.2227
s63101,357.2523
s63102,82.11176
s63103,147.2069
s63104,303.5327
s63105,339.6012
s63106,324.4817
s63107,267.3706
s63108,184.0732
s63109,456.5736
s6311,315.9595
s63110,191.2682
s63111,326.5463
s63112,198.8835
s63113,70.62873
s63114,150.3712
s63115,188.6378
s63116,230.1492
s63117,268.7543
s63118,487.6694
s63119,472.9593
s6312,345.7394
s63120,137.3334
s63121,283.7214
s63122,141.4295
s63123,353.583
s63124,263.4036
s63125,466.3667
s63126,418.5071
s63127,76.93187
s63128,202.5533
s63129,73.55779
s6313,463.5037
s63130,61.53552
s63131,62.08921
s63132,112.585
s63133,101.5368
s63134,222.8628
s63135,84.67303
s63136,412.6311
s63137,483.8852
s63138,183.3764
s63139,222.5012
s6314,187.2592
s63140,124.9029
s63141,106.3811
s63142,457.3088
s63143,73.8443
s63144,198.7646
s63145,59.71371
s63146,337.2938
s63147,244.3589
s63148,141.1253
s63149,292.417
s6315,339.4311
s63150,453.0285
s63151,74.4061
s63152,415.4096
s63153,293.6899
s63154,323.8519
s63155,468.2566
s63156,241.9355
s63157,101.2561
s63158,122.0767
s63159,290.0471
s6316,187.0519
s63160,221.0965
s63161,378.0587
s63162,60.39475
s63163,462.5138
s63164,222.0138
s63165,244.9968
s63166,168.4829
s63167,89.80193
s63168,343.1544
s63169,175.2723
s6317,145.5926
s63170,309.7236
s63171,312.4355
s63172,276.9151
s63173,119.6268
s63174,221.5056
s63175,494.2613
s63176,381.4353
s63177,352.5702
s63178,486.9608
s63179,164.5163
s6318,96.47175
s63180,310.8263
s63181,290.4575
s63182,418.5813
s63183,350.2656
s63184,148.8665
s63185,425.216
s63186,444.7319
s63187,199.6645
s63188,360.8726
s63189,196.2566
s6319,80.81322
s63190,311.4923
s63191,153.4086
s63192,435.3706
s63193,423.6773
s63194,164.2052
s63195,466.9091
s63196,308.1112
s63197,315.9077
s63198,342.1611
s63199,399.5578
s632,416.2621
s6320,426.7399
s63200,422.6
s63201,202.6743
s63202,191.0202
s63203,111.6217
s63204,67.18121
s63205,67.58375
s63206,212.4183
s63207,144.6908
s63208,412.8012
s63209,86.39264
s6321,379.9523
s63210,107.9422
s63211,236.9515
s63212,178.9356
s63213,304.8717
s63214,151.0102
s63215,322.7831
s63216,421.9667
s63217,408.7076
s63218,62.94169
s63219,148.0966
s6322,248.7843
s63220,185.4957
s63221,203.3404
s63222,366.3998
s63223,180.7317
s63224,315.1621
s63225,158.0506
s63226,480.3223
s63227,96.21604
s63228,82.34233
s63229,324.9861
s6323,129.153
s63230,253.4407
s63231,157.2268
s63232,69.6098
s63233,420.0673
s63234,428.3347
s63235,434.6426
s63236,395.482
s63237,390.3854
s63238,416.3551
s63239,241.7423
s6324,407.5029
s63240,362.7134
s63241,169.9931
s63242,386.9441
s63243,335.4798
s63244,256.5275
s63245,408.0162
s63246,74.21838
s63247,84.72785
s63248,296.9445
s63249,275.0058
s6325,276.0597
s63250,480.8292
s63251,385.6663
s63252,388.7596
s63253,447.5176
s63254,155.8959
s63255,459.2659
s63256,347.5661
s63257,403.9706
s63258,463.0617
s63259,62.16214
s6326,483.2252
s63260,289.6269
s63261,439.7659
s63262,304.6327
s63263,100.5915
s63264,224.1137
s63265,356.6974
s63266,167.005
s63267,284.4624
s63268,360.6183
s63269,304.473
s6327,93.00816
s63270,460.3092
s63271,195.6947
s63272,242.2686
s63273,247.54
s63274,152.9872
s63275,493.0575
s63276,326.0634
s63277,484.8661
s63278,375.0162
s63279,200.0839
s6328,376.7463
s63280,324.1555
s63281,86.94458
s63282,366.4341
s63283,449.0088
s63284,277.2816
s63285,295.3924
s63286,263.7458
s63287,461.435
s63288,233.4788
s63289,454.0212
s6329,310.3958
s63290,157.1271
s63291,372.8953
s63292,79.08103
s63293,188.3119
s63294,208.6677
s63295,358.1104
s63296,206.5138
s63297,466.6486
s63298,156.5725
s63299,143.4139
s633,293.5895
s6330,354.7541
s63300,169.5995
s63301,253.7645
s63302,290.726
s63303,293.7198
s63304,103.2738
s63305,390.6881
s63306,111.4772
s63307,420.9575
s63308,415.2701
s63309,178.5971
s6331,237.2523
s63310,283.6967
s63311,278.1707
s63312,340.8801
s63313,159.0601
s63314,251.4435
s63315,340.151
s63316,392.4172
s63317,279.3824
s63318,80.89264
s63319,277.204
s6332,208.0026
s63320,371.6348
s63321,109.5715
s63322,424.0817
s63323,79.52286
s63324,178.6648
s63325,103.7315
s63326,494.0575
s63327,458.1331
s63328,201.8016
s63329,87.08685
s6333,84.57707
s63330,109.9593
s63331,236.3419
s63332,196.438
s63333,450.3623
s63334,153.9677
s63335,259.4221
s63336,183.3744
s63337,424.4642
s63338,136.3079
s63339,400.4892
s6334,129.0611
s63340,249.6888
s63341,221.5193
s63342,154.9856
s63343,468.7183
s63344,423.9379
s63345,459.8553
s63346,349.5858
s63347,293.8367
s63348,147.096
s63349,143.9297
s6335,83.20519
s63350,114.6681
s63351,107.7743
s63352,421.2135
s63353,68.67116
s63354,456.8537
s63355,334.4787
s63356,394.8549
s63357,132.4547
s63358,480.9504
s63359,127.3721
s6336,98.12256
s63360,330.9769
s63361,268.9977
s63362,180.1888
s63363,323.8831
s63364,223.461
s63365,99.11329
s63366,437.8903
s63367,227.793
s63368,482.0836
s63369,131.1177
s6337,220.7389
s63370,474.5984
s63371,226.0106
s63372,205.7807
s63373,60.19254
s63374,485.0534
s63375,429.3853
s63376,131.3885
s63377,200.3498
s63378,261.6838
s63379,490.113
s6338,276.1806
s63380,144.4138
s63381,395.2929
s63382,345.8492
s63383,464.2942
s63384,216.6028
s63385,188.1404
s63386,407.7695
s63387,495.3664
s63388,91.68875
s63389,482.9484
s6339,368.1739
s63390,236.8463
s63391,358.4194
s63392,335.9193
s63393,355.0743
s63394,374.923
s63395,412.701
s63396,193.415
s63397,442.3421
s63398,125.5757
s63399,453.6232
s634,229.3592
s6340,477.449
s63400,315.2083
s63401,381.6836
s63402,123.9954
s63403,470.4278
s63404,454.7242
s63405,73.64726
s63406,450.1718
s63407,256.0029
s63408,71.17993
s63409,470.369
s6341,156.0634
s63410,346.725
s63411,469.55
s63412,211.8883
s63413,72.86961
s63414,231.6918
s63415,352.2133
s63416,75.35342
s63417,286.517
s63418,122.4943
s63419,135.2362
s6342,374.6147
s63420,267.1822
s63421,302.8809
s63422,257.1971
s63423,416.3754
s63424,232.6808
s63425,186.687
s63426,279.6385
s63427,181.4273
s63428,89.91071
s63429,333.0296
s6343,293.0946
s63430,397.5627
s63431,129.121
s63432,103.0396
s63433,289.8059
s63434,203.4421
s63435,339.9405
s63436,355.4568
s63437,484.8589
s63438,289.0005
s63439,261.9802
s6344,302.8744
s63440,300.878
s63441,151.3196
s63442,425.1128
s63443,246.4405
s63444,445.5725
s63445,273.7303
s63446,203.3382
s63447,173.8595
s63448,167.9328
s63449,215.5451
s6345,227.2139
s63450,140.9156
s63451,118.5415
s63452,315.1003
s63453,360.0121
s63454,242.2649
s63455,305.4639
s63456,410.0379
s63457,247.2694
s63458,362.9192
s63459,383.5072
s6346,400.0352
s63460,187.2163
s63461,243.1041
s63462,253.517
s63463,176.611
s63464,345.1603
s63465,309.3289
s63466,212.4438
s63467,90.70929
s63468,208.0462
s63469,485.8565
s6347,96.88327
s63470,237.0009
s63471,168.0004
s63472,127.9245
s63473,348.8968
s63474,248.2177
s63475,418.9927
s63476,259.6579
s63477,134.9875
s63478,481.8952
s63479,150.0741
s6348,244.0226
s63480,445.2331
s63481,266.0225
s63482,185.2792
s63483,321.136
s63484,170.5485
s63485,340.9268
s63486,410.612
s63487,177.8521
s63488,139.841
s63489,302.1119
s6349,482.8017
s63490,155.7539
s63491,220.6839
s63492,402.9591
s63493,388.4332
s63494,184.3147
s63495,368.126
s63496,101.6805
s63497,441.9144
s63498,488.7273
s63499,243.4596
s635,59.81827
s6350,302.1028
s63500,295.1931
s63501,57.31785
s63502,139.7309
s63503,432.9112
s63504,176.8621
s63505,175.0333
s63506,299.0559
s63507,106.3274
s63508,393.36
s63509,221.2441
s6351,354.611
s63510,83.3564
s63511,470.9352
s63512,231.0583
s63513,395.6027
s63514,453.4381
s63515,435.6129
s63516,436.6435
s63517,301.4263
s63518,258.8451
s63519,372.0275
s6352,102.6536
s63520,270.594
s63521,66.16989
s63522,192.6877
s63523,342.0299
s63524,487.322
s63525,229.5208
s63526,396.074
s63527,428.6515
s63528,320.7382
s63529,339.5667
s6353,475.4876
s63530,406.2805
s63531,226.3591
s63532,174.3259
s63533,131.6063
s63534,96.73961
s63535,77.51446
s63536,281.0074
s63537,188.0336
